id,original_id,original_tweet_time,retweet_time,user,user_join_date,user_followers_count,user_id,text
1264742169790668801,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:45 +0000 2020,wadakashiho,Thu Oct 13 07:21:37 +0000 2011,5780,389950297,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742170977800197,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:45 +0000 2020,BirdWatching0,Mon Aug 08 13:57:06 +0000 2011,2959,350903339,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742172039024642,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:46 +0000 2020,PennyDeplorable,Thu Jul 23 02:47:52 +0000 2009,6752,59338587,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742172097740800,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:46 +0000 2020,yviuTrump,Sun Jan 01 02:24:54 +0000 2017,7690,815383267918643200,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742174169710594,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:46 +0000 2020,TheCommanderAJ,Wed Mar 11 01:03:24 +0000 2015,216,3085259673,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742174660292608,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:46 +0000 2020,RandieCroshaw,Wed Dec 06 06:00:32 +0000 2017,6394,938287017242308609,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742175931166720,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:47 +0000 2020,grp_cptmandrake,Sun Dec 14 04:35:28 +0000 2014,127,2920886003,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742176321179649,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:47 +0000 2020,Prageetnoone,Sat Jan 30 22:30:24 +0000 2016,252,4837004804,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742176644141056,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:47 +0000 2020,siridelor,Sat May 23 01:21:50 +0000 2009,435,41944868,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742176644386816,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:47 +0000 2020,Neil__barnes,Sun May 17 22:39:58 +0000 2020,0,1262150844440612864,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742176912576512,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:47 +0000 2020,San_Diego_858,Sun Mar 05 20:28:16 +0000 2017,97,838486337804128256,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742177395146753,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:47 +0000 2020,CenicerosRobin,Wed Oct 17 02:34:39 +0000 2012,764,885877915,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742178116571148,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:47 +0000 2020,raynefall36,Tue May 29 06:25:03 +0000 2018,165,1001348676311273472,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742178120560640,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:47 +0000 2020,Valentinesnena,Mon Nov 30 20:46:54 +0000 2009,2,93709823,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742178317721601,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:47 +0000 2020,Hinatawakaba129,Thu Apr 26 05:40:35 +0000 2018,276,989378686141911041,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742178363932672,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:47 +0000 2020,clouden_patrick,Thu Jul 06 16:56:35 +0000 2017,956,883006775850651648,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742178972147712,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:47 +0000 2020,DavidReddick7,Thu Jan 19 01:34:00 +0000 2017,31,821893436555071488,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World! https://t.co/tWECoIlu6F"
1264742179500687361,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:48 +0000 2020,Barbara55579900,Mon Mar 04 01:43:25 +0000 2019,134,1102384015863148545,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742179542577154,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:48 +0000 2020,WSCP1,Thu Apr 14 20:03:58 +0000 2011,35760,282224096,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742181404803075,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:48 +0000 2020,PRryan7,Fri Jan 06 16:49:04 +0000 2017,464,817412679430262784,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742181463633922,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:48 +0000 2020,caleb_7000,Mon Aug 12 08:02:31 +0000 2019,295,1160823868069728256,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742182575132673,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:48 +0000 2020,Cows4Q,Thu Nov 21 14:36:48 +0000 2019,3084,1197524219275464704,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
